14:09:03.681801 config: drop-rate=0.00, max-delay=0s, seed=1510340943680295600
19:49:03.390422 [queue=0] packet #54, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:04.358633 [queue=0] packet #5, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:04.390676 [queue=0] packet #55, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:04.390676 [queue=0] packet #55, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:05.356303 [queue=0] packet #1, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:05.363310 [queue=0] packet #6, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:05.369316 [queue=0] packet #16, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:05.391336 [queue=0] packet #56, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:05.391336 [queue=0] packet #56, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:06.355717 [queue=0] packet #2, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:06.358724 [queue=0] packet #7, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:06.366729 [queue=0] packet #16, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:06.391752 [queue=0] packet #57, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:06.391752 [queue=0] packet #57, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:07.358368 [queue=0] packet #3, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:07.388399 [queue=0] packet #48, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:07.392401 [queue=0] packet #58, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:07.392401 [queue=0] packet #58, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:08.360259 [queue=0] packet #4, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
19:49:08.393281 [queue=0] packet #59, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=20 is delivered
19:49:08.394283 [queue=0] packet #59, 127.0.0.1:8080 -> 127.0.0.1:8081, sz=0 is delivered
19:49:09.358637 [queue=0] packet #5, 127.0.0.1:8081 -> 127.0.0.1:8080, sz=19 is delivered
